TransactionID,TransactionDT,card1,DeviceInfo,isFraud,TransactionAmt,tx_count_5m_per_card,high_risk_tx_5m_per_card,distinct_cards_5m_per_device,addr_mismatch_streak_per_card,rapid_tx_streak_per_card,distinct_devices_1h_per_card,amount_sum_5m_per_card
2987345,92000,9561,,0,711.93,1,1.0,,1,1,0.0,711.93
2987346,92004,10269,,0,107.95,1,1.0,,1,1,0.0,107.95
2987347,92010,12839,,0,60.0,1,0.0,,0,1,0.0,60.0
2987348,92010,10616,,0,59.0,1,1.0,,2,1,0.0,59.0
2987349,92016,3178,,0,59.0,1,1.0,,1,1,0.0,59.0
2987350,92038,3090,,0,26.5,1,1.0,,2,1,0.0,26.5
2987351,92085,14079,,0,35.95,1,1.0,,2,1,0.0,35.95
2987352,92117,10568,LT22i Build/6.2.A.1.100,0,26.947,1,1.0,1.0,1,1,1.0,26.947
2987353,92119,6741,,0,500.0,1,1.0,,1,1,0.0,500.0
2987354,92127,2803,,0,58.0,2,2.0,,3,1,0.0,706.95
2987355,92158,3869,MacOS,0,500.0,1,0.0,1.0,0,1,1.0,500.0
2987356,92174,9112,,0,209.95,1,0.0,,0,1,0.0,209.95
2987357,92185,15205,,0,25.0,1,1.0,,1,1,0.0,25.0
2987358,92187,11925,,0,59.0,1,1.0,,1,1,0.0,59.0
2987359,92213,10269,,0,107.95,2,1.0,,0,1,0.0,215.9
2987360,92221,2616,,0,226.0,1,1.0,,3,1,0.0,226.0
2987361,92222,3869,MacOS,0,500.0,2,0.0,1.0,0,1,1.0,1000.0
2987362,92268,10486,,0,462.95,1,1.0,,1,1,0.0,462.95
2987363,92285,9500,,0,29.5,1,1.0,,1,1,1.0,29.5
2987364,92291,11162,,0,161.0,1,1.0,,1,1,0.0,161.0
2987365,92316,16065,,0,103.95,1,1.0,,1,1,0.0,103.95
2987366,92320,16347,iOS Device,0,20.0,1,0.0,1.0,0,1,1.0,20.0
2987367,92350,4425,rv:52.0,1,225.0,1,0.0,1.0,0,1,1.0,225.0
2987368,92363,8755,,0,7.372,1,1.0,,1,1,1.0,7.372
2987369,92398,1832,,0,30.95,1,0.0,,0,1,0.0,30.95
2987370,92406,9803,,0,160.5,1,1.0,,3,1,0.0,160.5
2987371,92434,3084,,0,44.0,1,1.0,,1,1,0.0,44.0
2987372,92463,7585,,0,70.0,1,1.0,,4,1,0.0,70.00000000000004
2987373,92485,7005,,0,36.95,1,0.0,,0,1,0.0,36.94999999999999
2987374,92501,3869,MacOS,0,500.0,2,0.0,1.0,0,1,1.0,1000.0
2987375,92504,15989,,0,25.95,1,1.0,,1,1,0.0,25.95
2987376,92509,5097,MacOS,0,30.0,1,0.0,2.0,0,1,1.0,30.0
2987377,92549,8088,,0,159.95,1,1.0,,1,1,0.0,159.95
2987378,92571,10682,,0,29.0,1,1.0,,1,1,0.0,29.0
2987379,92592,8691,,0,209.95,1,1.0,,2,1,0.0,209.95
2987380,92594,15885,,0,28.639,1,1.0,,1,1,1.0,28.63899999999996
2987381,92606,18249,,0,24.5,1,1.0,,2,1,0.0,24.5
2987382,92615,2544,,0,27.5,1,0.0,,0,1,0.0,27.5
2987383,92616,18132,,0,40.0,1,1.0,,2,1,0.0,39.999999999999986
2987384,92627,10876,,0,57.822,1,0.0,,0,1,1.0,57.822
2987385,92636,1832,,0,15.95,2,0.0,,0,1,0.0,46.9
2987386,92639,7585,SM-G950U Build/NRD90M,0,43.019,2,2.0,1.0,5,1,1.0,113.01900000000003
2987387,92653,2803,LG-H872 Build/NRD90U,0,40.0,1,0.0,1.0,0,1,1.0,40.0
2987388,92667,15989,,0,22.97,2,2.0,,2,1,0.0,48.92
2987389,92674,3821,MacOS,0,150.0,1,0.0,3.0,0,1,1.0,150.0
2987390,92701,3682,MacOS,0,20.0,1,0.0,4.0,0,1,1.0,19.999999999999986
2987391,92725,15497,,0,107.95,1,0.0,,0,1,2.0,107.94999999999987
2987392,92742,8528,,0,50.0,1,1.0,,2,1,0.0,50.0
2987393,92753,3189,,0,59.0,1,1.0,,1,1,0.0,59.0
2987394,92760,17188,,0,344.95,1,1.0,,5,1,0.0,344.95
2987395,92769,1894,,0,59.0,1,1.0,,1,1,0.0,59.0
2987396,92858,6832,,0,240.95,1,1.0,,2,1,0.0,240.94999999999993
2987397,92892,6872,,0,50.0,1,0.0,,0,1,0.0,50.0
2987398,92896,4461,LG-K500 Build/MMB29M,0,15.468,1,1.0,1.0,2,1,2.0,15.468000000000004
2987399,92897,2803,,0,54.29,2,1.0,,1,1,1.0,94.28999999999999
2987400,92919,4737,,0,129.95,1,1.0,,1,1,0.0,129.95
2987401,92932,11652,,0,250.0,1,0.0,,0,1,0.0,250.0
2987402,92938,8117,,0,49.0,1,1.0,,1,1,0.0,49.0
2987403,92984,7585,,0,311.95,1,1.0,,6,1,1.0,311.95000000000005
2987404,92991,5938,iOS Device,0,50.0,1,0.0,1.0,0,1,1.0,50.0
2987405,92999,4504,,1,90.57,1,1.0,,1,1,0.0,90.57
2987406,93009,16751,iOS Device,0,50.0,1,0.0,2.0,0,1,1.0,50.0
2987407,93012,6741,,0,500.0,1,1.0,,2,1,0.0,500.0
2987408,93049,16751,iOS Device,0,50.0,2,0.0,2.0,0,2,1.0,100.0
2987409,93055,17188,,0,210.95,2,2.0,,6,1,0.0,555.9
2987410,93082,13528,,0,54.5,1,1.0,,1,1,0.0,54.5
2987411,93090,2392,,0,40.0,1,1.0,,1,1,0.0,40.0
2987412,93102,5812,Windows,0,35.044,1,0.0,1.0,0,1,1.0,35.044
2987413,93141,7664,,0,47.95,1,0.0,,0,1,0.0,47.95
2987414,93155,12850,,0,34.95,1,1.0,,1,1,0.0,34.95
2987415,93194,7585,,0,60.0,2,1.0,,0,1,1.0,371.95000000000005
2987416,93218,11920,iOS Device,0,35.0,1,0.0,3.0,0,1,1.0,35.0
2987417,93270,4557,,0,315.0,1,1.0,,1,1,0.0,315.0
2987418,93316,2392,,0,49.0,2,2.0,,2,1,0.0,89.0
2987419,93331,10150,,0,25.0,1,1.0,,1,1,0.0,25.0
2987420,93339,4310,,0,200.0,1,1.0,,1,1,0.0,200.0
2987421,93358,17188,,0,107.95,1,0.0,,0,1,0.0,107.95000000000005
2987422,93359,15497,,0,39.0,1,1.0,,1,1,2.0,38.99999999999987
2987423,93436,10267,,0,29.95,1,1.0,,1,1,0.0,29.95
2987424,93441,3278,,0,1472.47,1,0.0,,0,1,0.0,1472.47
2987425,93447,15066,iOS Device,0,30.0,1,0.0,2.0,0,1,1.0,30.0
2987426,93514,15813,,0,226.0,1,1.0,,1,1,0.0,226.00000000000006
2987427,93525,15773,,0,100.0,1,0.0,,0,1,0.0,100.0
2987428,93530,15066,,0,222.48,2,1.0,,1,1,1.0,252.48
2987429,93654,9300,Windows,0,7.493,1,0.0,1.0,0,1,1.0,7.493000000000002
2987430,93654,1906,,0,53.95,1,0.0,,0,1,0.0,53.95
2987431,93661,15066,,0,164.95,3,2.0,,2,1,1.0,417.42999999999995
2987432,93669,12686,,0,57.95,1,0.0,,0,1,0.0,57.95
2987433,93676,17364,iOS Device,0,100.0,1,0.0,2.0,0,1,1.0,100.0
2987434,93677,4097,iOS Device,0,50.0,1,0.0,3.0,0,1,1.0,50.0
2987435,93680,10616,Windows,0,25.0,1,0.0,2.0,0,1,1.0,25.0
2987436,93694,15063,,0,100.0,1,1.0,,1,1,1.0,100.0
2987437,93706,6019,iOS Device,0,100.0,1,0.0,4.0,0,1,1.0,100.0
2987438,93706,15885,,0,12.326,1,1.0,,2,1,1.0,12.325999999999961
2987439,93729,12730,SM-P550 Build/MMB29M,0,66.885,1,1.0,1.0,2,1,1.0,66.885
2987440,93803,10486,,0,100.0,1,1.0,,2,1,0.0,100.00000000000006
2987441,93809,14858,,0,107.95,1,1.0,,1,1,0.0,107.94999999999999
2987442,93811,1893,,0,3162.95,1,0.0,,0,1,0.0,3162.95
2987443,93820,5046,,0,32.325,1,1.0,,1,1,0.0,32.325
2987444,93843,11207,,0,2267.47,1,1.0,,1,1,0.0,2267.47
2987445,93850,16661,,0,30.0,1,1.0,,1,1,0.0,30.0
2987446,93854,13249,Windows,0,50.0,1,0.0,3.0,0,1,1.0,50.0
2987447,93861,12219,,0,59.0,1,1.0,,1,1,0.0,59.0
2987448,93870,8320,,0,24.0,1,1.0,,1,1,0.0,24.0
2987449,93882,5734,iOS Device,0,200.0,1,0.0,4.0,0,1,1.0,200.0
2987450,93894,6550,,0,15.0,1,1.0,,2,1,0.0,15.0
2987451,93931,6344,,0,59.0,1,1.0,,1,1,0.0,59.0
2987452,93960,2803,,0,68.95,1,0.0,,0,1,1.0,68.95000000000002
2987453,94009,7511,,0,30.0,1,1.0,,1,1,0.0,30.0
2987454,94026,11157,,0,59.0,1,1.0,,1,1,0.0,59.0
2987455,94036,7508,Windows,0,150.0,1,0.0,2.0,0,1,1.0,150.0
2987456,94038,4461,SM-J700M Build/MMB29K,0,7.251,1,1.0,1.0,3,1,3.0,7.251000000000005
2987457,94049,3682,Trident/7.0,0,50.0,1,0.0,1.0,0,1,2.0,49.999999999999986
2987458,94057,1893,,0,3162.95,2,0.0,,0,1,0.0,6325.9
2987459,94065,6019,,0,43.97,1,1.0,,1,1,1.0,43.97
2987460,94079,14858,,0,88.0,2,2.0,,2,1,0.0,195.95
2987461,94083,10616,rv:57.0,0,7.0,1,0.0,1.0,0,1,2.0,7.0
2987462,94085,7508,Windows,0,150.0,2,0.0,2.0,0,2,1.0,300.0
2987463,94125,6004,SM-G950U Build/NRD90M,0,100.0,1,0.0,1.0,0,1,1.0,100.0
2987464,94174,2336,,0,146.0,1,1.0,,1,1,0.0,146.0
2987465,94178,15885,,0,16.313,1,1.0,,3,1,1.0,16.31299999999996
2987466,94196,2803,iOS Device,0,50.0,2,0.0,1.0,0,1,2.0,118.95000000000002
2987467,94209,3682,SAMSUNG SM-G930T Build/NRD90M,0,75.0,2,0.0,1.0,0,1,3.0,124.99999999999999
2987468,94212,1214,,0,200.0,1,1.0,,1,1,0.0,200.0
2987469,94220,15066,iOS Device,0,40.0,1,0.0,2.0,0,1,1.0,39.99999999999997
2987470,94258,10960,,0,58.95,1,1.0,,1,1,0.0,58.95
2987471,94260,18132,,0,30.95,1,1.0,,3,1,0.0,30.94999999999999
2987472,94297,13481,,0,140.0,1,0.0,,0,1,0.0,140.0
2987473,94329,17131,,0,58.95,1,1.0,,1,1,0.0,58.95
2987474,94333,2845,,0,82.95,1,0.0,,0,1,0.0,82.95
2987475,94392,15066,,0,67.95,2,1.0,,1,1,1.0,107.94999999999997
2987476,94458,7585,Windows,0,37.763,1,1.0,1.0,1,1,2.0,37.763000000000034
2987477,94463,3570,,0,100.0,1,1.0,,1,1,0.0,100.0
2987478,94465,11199,,0,335.0,1,1.0,,1,1,0.0,335.0
2987479,94511,12839,,0,57.95,1,0.0,,0,1,0.0,57.95
2987480,94538,10486,,0,59.0,1,1.0,,3,1,0.0,59.00000000000006
2987481,94555,16075,,0,109.0,1,1.0,,2,1,0.0,108.99999999999999
2987482,94581,16873,Windows,0,25.0,1,0.0,2.0,0,1,1.0,25.0
2987483,94611,2803,,0,68.95,1,0.0,,0,1,2.0,68.95000000000003
2987484,94621,11207,,0,31.95,1,1.0,,2,1,0.0,31.949999999999818
2987485,94622,18092,MacOS,0,25.0,1,0.0,1.0,0,1,1.0,25.0
2987486,94640,2392,,0,20.0,1,1.0,,3,1,0.0,20.0
2987487,94642,12598,,0,59.0,1,1.0,,1,1,0.0,59.0
2987488,94642,15885,Windows,0,15.105,1,1.0,3.0,4,1,1.0,15.104999999999961
2987489,94645,3154,Blade V6 Plus Build/MRA58K,0,8.7,1,1.0,1.0,1,1,2.0,8.7
2987490,94716,6019,iOS Device,0,100.0,1,0.0,1.0,0,1,1.0,100.0
2987491,94719,14035,,0,150.0,1,0.0,,0,1,0.0,150.0
2987492,94726,5613,,0,350.23,1,1.0,,1,1,0.0,350.23
2987493,94746,16132,,0,200.0,1,1.0,,4,1,0.0,200.0
2987494,94768,14823,,0,303.95,1,1.0,,1,1,0.0,303.95
2987495,94795,8394,,0,250.0,1,1.0,,2,1,0.0,250.0
2987496,94803,17129,,0,107.95,1,0.0,,0,1,0.0,107.95
2987497,94829,12686,,0,39.0,1,1.0,,1,1,0.0,39.0
2987498,94851,7377,,0,100.0,1,1.0,,1,1,0.0,100.0
2987499,94861,5812,Windows,0,9.425,1,0.0,3.0,0,1,1.0,9.424999999999997
2987500,94866,15242,,0,108.5,1,1.0,,1,1,0.0,108.5
2987501,94881,9026,,0,27.793,1,0.0,,0,1,0.0,27.793000000000006
2987502,94888,2803,,0,68.95,2,1.0,,1,1,2.0,137.90000000000003
2987503,94908,9992,,0,36.95,1,1.0,,2,1,0.0,36.94999999999999
2987504,94912,7508,Windows,0,50.0,1,0.0,3.0,0,1,1.0,50.0
2987505,94940,18092,MacOS,0,25.0,1,0.0,1.0,0,1,1.0,25.0
2987506,94956,6697,,0,424.95,1,0.0,,0,1,0.0,424.95
2987507,94997,18132,,0,120.0,1,1.0,,4,1,0.0,119.99999999999999
2987508,95069,7508,Windows,0,150.0,2,0.0,2.0,0,1,1.0,200.0
2987509,95104,2616,,0,3000.0,1,0.0,,0,1,0.0,3000.0
2987510,95144,6019,,0,500.0,1,1.0,,1,1,1.0,500.0
2987511,95157,12839,,0,209.95,1,0.0,,0,1,0.0,209.95
2987512,95191,13809,,0,107.95,1,0.0,,0,1,0.0,107.95
2987513,95252,4090,,0,26.95,1,0.0,,0,1,0.0,26.95
2987514,95253,9803,MacOS,0,250.0,1,0.0,1.0,0,1,1.0,250.0
2987515,95287,10486,Trident/7.0,0,35.0,1,0.0,1.0,0,1,1.0,35.00000000000006
2987516,95299,15066,,0,2424.95,1,1.0,,2,1,1.0,2424.95
2987517,95310,13832,BLL-L23 Build/HUAWEIBLL-L23,0,9.305,1,1.0,1.0,1,1,1.0,9.305
2987518,95326,16132,,0,367.95,1,1.0,,5,1,0.0,367.95000000000005
2987519,95335,9500,,0,57.95,1,1.0,,2,1,1.0,57.95
2987520,95366,7508,iOS Device,0,175.0,2,0.0,1.0,0,1,2.0,325.0
2987521,95400,13307,KYOCERA-C6742A Build/LMY47V,0,6.0,1,0.0,1.0,0,1,1.0,6.0
2987522,95401,16437,,0,82.0,1,1.0,,1,1,0.0,82.0
2987523,95405,6019,iOS Device,0,100.0,2,1.0,2.0,0,1,1.0,600.0
2987524,95412,8528,iOS Device,0,15.0,1,0.0,3.0,0,1,1.0,15.0
2987525,95417,2803,,0,31.95,1,1.0,,2,1,2.0,31.950000000000017
2987526,95442,7919,,0,201.0,1,1.0,,1,1,0.0,201.0
2987527,95443,11653,,0,150.0,1,1.0,,1,1,0.0,150.0
2987528,95456,14479,iOS Device,0,100.0,1,0.0,4.0,0,1,1.0,100.0
2987529,95464,6019,iOS Device,0,50.0,2,0.0,4.0,0,2,1.0,150.0
2987530,95505,15757,,0,58.95,1,1.0,,2,1,0.0,58.95
2987531,95572,6019,iOS Device,0,50.0,3,0.0,4.0,0,1,1.0,200.0
2987532,95588,7322,MacOS,0,75.0,1,0.0,1.0,0,1,1.0,75.0
2987533,95666,10486,,0,311.95,1,1.0,,1,1,1.0,311.95000000000005
2987534,95724,16132,,0,19.95,1,1.0,,6,1,0.0,19.950000000000045
2987535,95738,16136,Windows,0,40.361,1,1.0,1.0,1,1,1.0,40.361
2987536,95760,12544,,0,77.0,1,1.0,,2,1,0.0,77.0
2987537,95804,16132,,0,50.0,2,2.0,,7,1,0.0,69.95000000000005
2987538,95817,7482,,0,209.95,1,1.0,,1,1,0.0,209.95
2987539,95818,7364,,0,47.95,1,0.0,,0,1,0.0,47.95
2987540,95844,16132,,0,59.0,3,3.0,,8,2,0.0,128.95000000000005
2987541,95848,10486,,0,107.95,2,1.0,,0,1,1.0,419.90000000000003
2987542,95853,7508,,0,58.95,1,1.0,,1,1,2.0,58.94999999999999
2987543,95859,8034,Windows,0,100.0,1,0.0,2.0,0,1,1.0,100.0
2987544,95877,4436,iOS Device,0,125.0,1,0.0,1.0,0,1,1.0,125.0
2987545,95913,2803,,0,171.0,1,1.0,,3,1,2.0,171.00000000000003
2987546,95935,16560,,0,35.0,1,1.0,,1,1,0.0,35.0
2987547,95950,9026,,0,64.649,1,1.0,,1,1,0.0,64.649
2987548,95973,7508,,0,2294.95,2,2.0,,2,1,2.0,2353.8999999999996
2987549,96014,9440,,0,60.0,1,0.0,,0,1,0.0,59.999999999999986
2987550,96059,3154,,0,27.31,1,1.0,,2,1,1.0,27.31
2987551,96060,2801,F3113 Build/33.2.A.4.70,0,10.996,1,1.0,1.0,1,1,1.0,10.996
2987552,96068,16075,Trident/7.0,0,80.0,1,0.0,1.0,0,1,1.0,80.0
2987553,96093,12734,,0,42.596,1,1.0,,1,1,0.0,42.596
2987554,96149,12581,,0,335.0,1,1.0,,1,1,0.0,335.0
2987555,96182,6019,iOS Device,0,75.0,1,0.0,1.0,0,1,1.0,75.0
2987556,96186,15885,Windows,0,41.146,1,0.0,1.0,0,1,1.0,41.14599999999996
2987557,96236,17188,,0,50.0,1,1.0,,1,1,0.0,50.00000000000004
2987558,96261,9808,iOS Device,0,100.0,1,0.0,2.0,0,1,1.0,100.0
2987559,96284,12469,,0,59.0,1,1.0,,3,1,0.0,59.0
2987560,96307,9300,Windows,0,203.374,1,0.0,2.0,0,1,1.0,203.374
2987561,96335,15497,,0,300.0,1,0.0,,0,1,0.0,299.9999999999999
2987562,96354,16326,,0,422.5,1,1.0,,2,1,0.0,422.50000000000006
2987563,96376,3682,Windows,0,50.0,1,0.0,3.0,0,1,3.0,50.0
2987564,96378,2377,,0,49.0,1,1.0,,1,1,0.0,49.0
2987565,96385,16085,,0,27.95,1,1.0,,1,1,0.0,27.95
2987566,96390,6053,,0,554.0,1,0.0,,0,1,0.0,554.0
2987567,96427,6394,,0,39.0,1,1.0,,1,1,0.0,39.0
2987568,96451,17188,,0,49.0,2,2.0,,2,1,0.0,99.00000000000004
2987569,96468,9100,,0,113.95,1,1.0,,1,1,0.0,113.95
2987570,96468,11162,,0,150.5,1,0.0,,0,1,0.0,150.5
2987571,96470,15257,Windows,0,1.896,1,0.0,4.0,0,1,1.0,1.896
2987572,96474,3699,,0,50.0,1,1.0,,1,1,0.0,50.0
2987573,96475,17188,,0,49.0,3,3.0,,3,2,0.0,148.00000000000006
2987574,96482,17188,,0,103.97,4,3.0,,0,3,0.0,251.97000000000006
2987575,96491,16132,,0,117.0,1,0.0,,0,1,0.0,117.00000000000006
2987576,96491,7034,iOS Device,0,50.0,1,0.0,2.0,0,1,1.0,50.0
2987577,96504,5812,Windows,0,6.477,1,0.0,4.0,0,1,1.0,6.476999999999997
2987578,96520,4387,,0,50.0,1,0.0,,0,1,0.0,50.0
2987579,96522,7949,D5306 Build/19.4.A.0.182,0,57.822,1,1.0,1.0,1,1,1.0,57.822
2987580,96525,17188,,0,49.0,5,4.0,,1,4,0.0,300.97
2987581,96535,2455,,0,210.95,1,0.0,,0,1,0.0,210.95
2987582,96579,1893,Windows,0,30.0,1,0.0,5.0,0,1,1.0,30.0
2987583,96647,16085,,0,226.0,2,2.0,,2,1,0.0,253.95
2987584,96667,5812,Windows,0,32.325,2,0.0,4.0,0,1,1.0,38.802
2987585,96695,8503,Windows,0,100.0,1,0.0,4.0,0,1,1.0,100.0
2987586,96703,8024,,0,107.95,1,0.0,,0,1,0.0,107.95
2987587,96742,6530,,0,44.0,1,1.0,,2,1,0.0,44.0
2987588,96750,16521,,0,40.0,1,0.0,,0,1,0.0,40.0
2987589,96780,7585,,0,200.0,1,0.0,,0,1,1.0,200.00000000000003
2987590,96820,10744,Windows,0,150.0,1,0.0,4.0,0,1,1.0,150.0
2987591,96822,10112,,0,73.95,1,1.0,,3,1,0.0,73.94999999999999
2987592,96863,16746,Windows,0,9.788,1,1.0,5.0,1,1,1.0,9.788
2987593,96865,15484,,0,140.0,1,0.0,,0,1,0.0,140.0
2987594,96871,10057,,0,100.0,1,1.0,,2,1,0.0,100.0
2987595,96876,10493,,0,59.0,1,1.0,,1,1,0.0,59.0
2987596,96883,15257,Windows,0,5.4,1,0.0,5.0,0,1,1.0,5.4
2987597,96905,15484,,0,107.95,2,1.0,,1,2,0.0,247.95
2987598,96922,15885,Trident/7.0,0,34.017,1,1.0,1.0,1,1,2.0,34.01699999999995
2987599,96937,14661,,0,209.95,1,0.0,,0,1,0.0,209.95
2987600,96986,12839,,0,171.0,1,1.0,,1,1,0.0,171.0
2987601,96988,12544,iOS Device,0,25.0,1,0.0,1.0,0,1,1.0,25.0
2987602,97003,1893,Windows,0,30.0,1,0.0,4.0,0,1,1.0,30.0
2987603,97074,7861,Windows,0,30.0,1,0.0,5.0,0,1,1.0,30.0
2987604,97139,15066,,0,34.95,1,0.0,,0,1,1.0,34.94999999999982
2987605,97142,7585,Windows,0,10.0,1,0.0,5.0,0,1,1.0,10.000000000000028
2987606,97142,10686,,0,49.0,1,1.0,,1,1,0.0,49.0
2987607,97169,10876,Windows,0,53.411,1,0.0,5.0,0,1,1.0,53.411
2987608,97194,13307,KYOCERA-C6742A Build/LMY47V,0,6.0,1,0.0,1.0,0,1,1.0,6.0
2987609,97224,2803,,0,49.0,1,1.0,,4,1,1.0,49.00000000000003
2987610,97293,5170,iOS Device,0,50.0,1,0.0,1.0,0,1,1.0,50.0
2987611,97307,10486,,0,361.95,1,1.0,,1,1,1.0,361.95000000000005
2987612,97337,15257,Windows,0,5.4,1,0.0,4.0,0,1,1.0,5.4
2987613,97350,12184,,0,50.632,1,0.0,,0,1,0.0,50.632
2987614,97400,4079,,0,424.95,1,1.0,,1,1,0.0,424.95
2987615,97403,4494,,0,47.95,1,1.0,,1,1,0.0,47.95
2987616,97418,11233,,0,107.95,1,1.0,,1,1,0.0,107.95
2987617,97419,18301,M4 SS4457 Build/MRA58K,0,59.453,1,1.0,1.0,1,1,1.0,59.453
2987618,97449,13346,Windows,0,5.4,1,0.0,3.0,0,1,1.0,5.4
2987619,97470,13623,,0,30.95,1,0.0,,0,1,0.0,30.95
2987620,97647,15066,SM-G955U Build/NRD90M,0,150.0,1,0.0,1.0,0,1,2.0,149.99999999999983
2987621,97662,13844,MacOS,0,25.0,1,0.0,1.0,0,1,1.0,25.0
2987622,97664,12741,,0,30.0,1,1.0,,1,1,0.0,30.0
2987623,97725,9026,Windows,0,71.477,1,1.0,2.0,2,1,1.0,71.477
2987624,97757,14208,,0,35.95,1,1.0,,1,1,0.0,35.95
2987625,97774,8755,SM-G610M Build/MMB29K,0,14.38,1,1.0,1.0,2,1,1.0,14.380000000000003
2987626,97784,9992,,0,67.95,1,0.0,,0,1,0.0,67.94999999999999
2987627,97815,15651,,0,82.95,1,1.0,,2,1,0.0,82.94999999999999
2987628,97823,2704,,0,104.47,1,0.0,,0,1,0.0,104.47000000000001
2987629,97834,8880,,0,140.58,1,0.0,,0,1,0.0,140.58
2987630,97843,5812,Windows,1,12.326,1,1.0,2.0,1,1,1.0,12.325999999999993
2987631,97860,4770,,0,210.0,1,0.0,,0,1,0.0,210.0
2987632,97883,9680,,0,129.95,1,0.0,,0,1,0.0,129.95
2987633,97916,6021,,0,15.0,1,0.0,,0,1,0.0,15.0
2987634,97954,5173,,0,161.2,1,1.0,,1,1,0.0,161.2
2987635,98035,14902,Windows,0,10.0,1,0.0,2.0,0,1,1.0,10.0
2987636,98046,1342,,0,29.0,1,0.0,,0,1,0.0,29.0
2987637,98066,9026,Windows,0,70.51,1,1.0,3.0,3,1,1.0,70.51000000000002
2987638,98086,15885,,0,63.26,1,1.0,,2,1,2.0,63.259999999999955
2987639,98119,15885,,0,33.231,2,2.0,,3,2,2.0,96.49099999999996
2987640,98127,1814,,0,159.95,1,1.0,,1,1,0.0,159.95
2987641,98150,11201,SAMSUNG SM-G935F Build/NRD90M,0,12.326,1,1.0,1.0,1,1,1.0,12.326
2987642,98166,12806,,0,21.0,1,1.0,,1,1,0.0,21.0
2987643,98206,1893,Windows,0,30.0,1,0.0,3.0,0,1,1.0,30.0
2987644,98231,4090,,0,47.95,1,0.0,,0,1,0.0,47.95
2987645,98326,10616,,0,91.05,1,0.0,,0,1,0.0,91.05
2987646,98333,7542,,0,50.0,1,1.0,,1,1,0.0,50.0
2987647,98334,17480,,0,171.0,1,1.0,,1,1,0.0,171.0
2987648,98339,2616,Windows,0,25.0,1,0.0,3.0,0,1,1.0,25.0
2987649,98359,6530,,0,48.95,1,0.0,,0,1,0.0,48.95
2987650,98360,2646,,0,25.0,1,0.0,,0,1,0.0,25.0
2987651,98450,16132,,0,42.95,1,0.0,,0,1,0.0,42.950000000000045
2987652,98499,6209,,0,569.95,1,0.0,,0,1,0.0,569.95
2987653,98507,9300,Windows,0,15.709,1,1.0,2.0,1,1,1.0,15.709000000000003
2987654,98545,15066,,0,59.95,1,1.0,,1,1,1.0,59.94999999999982
2987655,98586,8431,,0,107.95,1,0.0,,0,1,0.0,107.94999999999999
2987656,98630,7542,,0,59.0,2,2.0,,2,1,0.0,109.0
2987657,98676,11181,,0,29.0,1,1.0,,1,1,0.0,29.0
2987658,98695,4121,,0,226.0,1,1.0,,1,1,0.0,226.0
2987659,98724,9400,,0,100.0,1,1.0,,1,1,0.0,100.0
2987660,98799,13335,,0,127.788,1,1.0,,1,1,0.0,127.788
2987661,98832,6730,,0,40.0,1,0.0,,0,1,0.0,40.0
2987662,98833,7676,,0,171.0,1,1.0,,1,1,0.0,171.0
2987663,98835,15063,,0,369.95,1,0.0,,0,1,0.0,369.95
2987664,98844,16062,Trident/7.0,0,16.012,1,0.0,1.0,0,1,1.0,16.012
2987665,99048,7542,,0,59.0,1,1.0,,3,1,0.0,59.0
2987666,99071,5365,,0,61.749,1,1.0,,1,1,0.0,61.749
2987667,99094,17188,,0,47.95,1,0.0,,0,1,0.0,47.95000000000002
2987668,99109,15885,,0,24.047,1,0.0,,0,1,2.0,24.046999999999954
2987669,99128,7207,,0,1183.95,1,1.0,,2,1,0.0,1183.95
2987670,99137,12695,,0,59.0,1,1.0,,4,1,0.0,59.0
2987671,99137,17188,,0,44.5,2,1.0,,1,2,0.0,92.45000000000002
2987672,99170,9917,Trident/7.0,0,25.376,1,0.0,1.0,0,1,1.0,25.376
2987673,99189,10112,,0,10.0,1,1.0,,4,1,0.0,9.999999999999986
2987674,99255,10776,,0,59.54,1,1.0,,2,1,0.0,59.53999999999999
